fd	mg
-0.250919762305275	2.8289545372535945
0.9014286128198323	0.6101561716570454
0.4639878836228102	2.3051534406672527
0.1973169683940732	2.4268601855314236
-0.687962719115127	1.696522685209544
-0.6880109593275947	2.9457769424988913
-0.8838327756636011	3.7374680590760594
0.7323522915498704	3.7022740516271053
0.2022300234864176	1.8033574856165284
0.416145155592091	0.452952183363021
-0.9588310114083951	3.9393647958493383
0.9398197043239886	3.3555923457837364
0.6648852816008435	0.4986507248130674
-0.5753217786434477	3.6833675304694893
-0.6363500655857988	3.479585448248513
-0.6331909802931324	2.0753522285042885
-0.39151551408092455	2.365101742979717
0.04951286326447568	1.596010815480521
-0.13610996271576847	0.21904655528812533
-0.4175417196039162	1.3407889665836037
0.22370578944475894	3.2114137943920458
-0.7210122786959163	0.018528092018411435
-0.4157107029295637	1.3339966867645767
-0.2672763134126166	1.5926747743637732
-0.08786003156592814	2.1495824117516915
0.5703519227860272	3.679422465651042
-0.6006524356832805	1.385383977463845
0.02846887682722321	1.3878128075849108
0.18482913772408494	2.9500049924389935
-0.9070991745600046	1.8088717635592286
0.21508970380287673	0.8984192917599279
-0.6589517526254169	1.8097580645307736
-0.869896814029441	0.5634280815191994
0.8977710745066665	0.7055479460248932
0.9312640661491187	1.993471090957919
0.6167946962329223	1.6757017980181916
-0.39077246165325863	3.6593836042724
-0.8046557719872323	1.4495755964665324
0.3684660530243138	2.322353401112174
-0.1196950125207974	2.5290571516781215
-0.7559235303104423	0.052377826353334545
-0.00964617977745963	2.6541494880668424
-0.9312229577695632	0.7121438674790057
0.8186408041575641	3.8442812698778206
-0.48244003679996617	0.5946509110124518
0.32504456870796394	1.658496494908095
-0.3765778478211781	0.34139867231457544
0.040136042355621626	3.9874970073837894
0.0934205586865593	2.0087800413249703
-0.6302910889489459	2.381540069280175
0.9391692555291171	0.2683059095537099
0.5502656467222291	2.999841881596711
0.8789978831283782	0.839622372382343
0.7896547008552977	3.592217157762855
0.19579995762217028	0.8205585619280287
0.8437484700462337	0.7627508826546663
-0.823014995896161	0.14619867139237952
-0.6080342751617096	1.888267780439997
-0.9095454221789239	2.2593645330504657
-0.3493393384734713	0.26283455771340947
-0.22264542062103598	3.1021104667800423
-0.4573019364522082	1.8131553389921105
0.6574750183038587	2.09756107731032
-0.28649334661282144	1.7630509877529126
-0.4381309806252385	1.603052243501304
0.08539216631649693	2.2385613252328715
-0.7181515500504747	0.62096098372285
0.6043939615080793	0.7277125219810845
-0.8508987126404584	3.447142484054069
0.9737738732010346	3.784461848534531
0.5444895385933148	1.4932372651190118
-0.6025686369316552	1.082978692574215
-0.9889557657527952	2.575998172956063
0.6309228569096683	1.6349366843923856
0.41371468769523423	0.10154542264137945
0.4580143360819746	0.6246103894647614
0.5425406933718915	2.86388891538959
-0.8519106965318193	2.6356957676406054
-0.2830685429114548	0.10838397001393396
-0.7682618809497406	0.8878886477317978
0.726206851751187	0.9242991863522856
0.24659625365511584	2.6875709743949137
-0.3382039502947016	0.07884215101745662
-0.8728832994279527	0.4164343279382954
-0.3780353565686756	3.1996643414927575
-0.3496333559465059	0.7141786482173345
0.45921235667612814	2.610984431407499
0.27511494271042625	0.9527311241869061
0.7744254851526531	0.39776557103738064
-0.05557014967610141	0.9726887639978163
-0.7608115081233966	2.8890677274226366
0.42648957444599	3.422785872425143
0.5215700972337949	3.3208794582679664
0.12255439513899247	1.5887341184738193
0.541934359909122	2.6723405462825847
-0.012408807271218514	0.8199371816632839
0.045465658763988115	1.172590921044053
-0.14491796328290074	3.585343274084479
-0.9491617465118096	0.05200769404294414
-0.7842171460133911	0.3420341234178723
-0.9371416286265315	0.8315450205841093
0.2728208225275608	0.10612881549527886
-0.37128803784734665	0.7257417403591893
0.01714138232940554	2.3321662438787687
0.815132947852186	1.6856982023699918
-0.5014155417022501	3.5706868443078994
-0.17923415392874054	3.2697742469537636
0.5111022770860973	1.3672694067915039
-0.5424036690167551	1.03769373372517
-0.846040180342414	1.5187696326690676
-0.42049709417246395	2.361179770059231
-0.6775574254919912	1.072254563291505
0.8593953046851461	2.496595631396536
0.6162407591288339	1.6376466087649617
0.26680751302084693	2.208188723407921
0.7429211803754354	1.7445061165412667
0.6073441537982289	1.1778630381676707
-0.6268598822279283	3.7938132278486267
0.7851179969799555	3.0544231766390433
0.07868448383130144	0.5604527030658102
0.6148803103281251	3.473871903591651
0.7921825998469865	1.9497247929980546
-0.36399305005627225	3.5782089075763657
-0.7798961509446465	3.199421023789261
-0.5441296749161166	1.7008540178769338
-0.14578442274748737	0.08987723328046959
0.6360295318449862	1.0747094375397843
0.7214611665126869	2.1665368586434677
-0.9860957389376186	2.533912879304589
0.021494605155131463	1.0315507417328091
-0.16517799370244202	0.5574242962912965
-0.5557843790585395	3.3397209471971965
-0.7602692653326344	3.9376087228142085
-0.3247696571927441	2.1027607292107433
0.8858194078250383	0.686717143393214
-0.35359413595848954	1.0892293060774758
0.037581243486732197	0.07356270618986693
0.4060379177903557	3.657195226241996
-0.27274079524141204	0.47100433156056454
0.9435641654419213	2.3060659020570142
0.9248945898842225	1.096220882748824
-0.4964354083492717	2.2167120100631736
-0.005502988215229099	2.605681553407457
-0.3982433803664607	3.3189672148288065
-0.4303190112450648	0.8256850870424128
-0.9262261052909344	0.04398331463392191
0.2191286679597937	0.5475425202752291
0.005358046457722976	3.6000745673924204
-0.8970424975000213	3.495560310250061
-0.44270707152677713	2.389652408681233
0.8165317719333074	2.4020674417346135
-0.5208762186660552	2.660146698185022
-0.7102102558175538	0.7014851144937984
-0.02109447944487397	3.657647783699839
0.9713009082212014	1.6750820995682925
-0.5158894569769992	1.5325541129979898
0.3442710948117571	2.07567082113135
0.5232392306574352	0.18786386710022018
-0.5247249120152007	0.6651334750243176
0.45643269722371915	2.9521344657054818
-0.26443373456149355	0.33119467170050587
0.26461166118715895	2.412608437865553
0.2670594215217894	0.9813964387252838
0.07154936814951696	1.5571824561679062
-0.8194204598911834	1.1547749470827995
0.6706049911784759	1.4226908658597965
-0.35843987005652833	2.876183620736982
-0.6269629792002915	1.1884868624927
-0.9184497168904722	2.2656185611875888
0.18178588637648363	1.9042016087963987
0.35512872368456483	2.6546846614505926
-0.9668243421442877	3.747318957299032
0.024186116598561958	2.930288388841001
-0.5470084496041241	0.8597615143630271
0.2903455808188997	0.12473254024513869
-0.6512671419900171	1.0490561771993003
0.3818754762049319	2.3803117228010193
-0.22652930739892518	0.2057032539370014
0.873459977473469	1.9854649888049454
